recipe_id,dish_name,retrieval_text
recipe_0038,蒜蓉炒生菜,"菜名：蒜蓉炒生菜
别名：蒜蓉生菜
地区风格：粤式家常
类型：热菜
难度：简单
适合人数：2
耗时：10分钟
主食材：生菜，蒜
食材：生菜，蒜
调味：盐，食用油，蚝油
口味：蒜香，咸香
简介：粤式家常绿叶菜，蒜香浓郁，简单快手，清爽解腻。
步骤：生菜洗净沥干，蒜切末备用。 热锅冷油，爆香蒜末至微黄。 放入生菜快速翻炒至变软。 加盐、蚝油调味，翻炒均匀即可出锅。
关键词：蒜蓉炒生菜，蒜蓉生菜，绿叶菜，家常小炒，快手菜，蒜香菜，生菜做法
"
recipe_0039,葱油拌面,"菜名：葱油拌面
别名：葱油面
地区风格：江浙家常
类型：早餐
难度：简单
适合人数：2
耗时：15分钟
主食材：面条，小葱
食材：面条，小葱
调味：生抽，老抽，糖，食用油
口味：葱香，咸香
简介：江浙家常早餐面，葱香扑鼻，简单易做，适合忙碌早晨。
步骤：小葱洗净切段，葱白和葱绿分开。 锅中烧水煮面条，煮熟后捞出过凉水沥干。 另起锅热油，先下葱白炸香，再下葱绿炸至焦黄，制成葱油。 碗中加生抽、老抽、糖，倒入热葱油搅匀成酱汁。 将面条和酱汁拌匀即可食用。
关键词：葱油拌面，葱油面，早餐面，家常面，快手早餐，葱香面，拌面做法
"
recipe_0040,蒜薹炒肉片,"菜名：蒜薹炒肉片
别名：蒜薹肉片
地区风格：家常
类型：热菜
难度：简单
适合人数：3
耗时：20分钟
主食材：猪肉，蒜薹
食材：猪肉片，蒜薹
调味：生抽，料酒，盐，淀粉，蒜
口味：蒜香，咸香
简介：家常猪肉小炒，蒜香浓郁，肉片嫩滑。
步骤：猪肉片用料酒、生抽、淀粉腌制10分钟；蒜薹切段；蒜切末。 热锅冷油，爆香蒜末。 加入肉片翻炒至变色。 加入蒜薹段，翻炒至熟，加盐调味即可。
关键词：蒜薹炒肉，猪肉小炒，家常肉菜，蒜香菜，快手菜
"
recipe_0041,葱花鸡蛋饼,"菜名：葱花鸡蛋饼
别名：鸡蛋饼
地区风格：家常
类型：早餐
难度：简单
适合人数：2
耗时：10分钟
主食材：鸡蛋，面粉
食材：鸡蛋，面粉，葱
调味：盐，水
口味：葱香，清淡
简介：简单早餐饼，葱香扑鼻，营养快捷。
步骤：鸡蛋打散，加入面粉、水、盐和葱花，搅拌成面糊。 平底锅刷油，倒入面糊，摊平。 小火煎至两面金黄即可。
关键词：鸡蛋饼，葱花饼，早餐饼，快手早餐，家常早餐
"
recipe_0042,红烧冬瓜,"菜名：红烧冬瓜
别名：冬瓜烧肉
地区风格：家常
类型：热菜
难度：简单
适合人数：3
耗时：25分钟
主食材：冬瓜
食材：冬瓜，猪肉末
调味：生抽，老抽，盐，糖，葱
口味：酱香，鲜
简介：家常红烧冬瓜，酱香入味，适合搭配米饭。
步骤：冬瓜去皮切块；猪肉末备用；葱切末。 热锅冷油，炒香猪肉末。 加入冬瓜块，翻炒均匀。 加入生抽、老抽、盐、糖和适量水，烧煮至冬瓜软烂，撒葱花即可。
关键词：红烧冬瓜，冬瓜菜，家常素菜，酱香菜，下饭菜
"
recipe_0043,蒜蓉炒生菜,"菜名：蒜蓉炒生菜
别名：清炒生菜，蒜蓉生菜
地区风格：家常
类型：热菜
难度：简单
适合人数：2
耗时：10分钟
主食材：生菜
食材：生菜，大蒜
调味：盐，食用油
口味：鲜，葱香
简介：一道简单快手的绿叶菜，蒜香浓郁，清爽可口。
步骤：生菜洗净，沥干水分；大蒜切末。 热锅下油，放入蒜末爆香。 放入生菜，快速翻炒至变软。 加盐调味，翻炒均匀即可出锅。
关键词：生菜，蒜蓉，炒青菜，快手菜，家常素菜
"
recipe_0044,剩菜炒饭,"菜名：剩菜炒饭
别名：什锦炒饭，家常炒饭
地区风格：家常
类型：主食
难度：简单
适合人数：2
耗时：15分钟
主食材：剩米饭，鸡蛋
食材：剩米饭，鸡蛋，火腿肠，胡萝卜，青豆
调味：盐，生抽，食用油
口味：鲜
简介：利用冰箱剩余食材制作的炒饭，简单方便，营养均衡。
步骤：火腿肠、胡萝卜切丁；鸡蛋打散。 热锅下油，倒入蛋液炒散，盛出备用。 锅中再加点油，放入胡萝卜丁、青豆翻炒。 加入火腿肠丁和剩米饭，翻炒均匀。 倒入炒好的鸡蛋，加盐和生抽调味，炒匀即可。
关键词：炒饭，剩菜，鸡蛋炒饭，快手主食，便当菜
"
recipe_0045,糖醋里脊,"菜名：糖醋里脊
别名：酸甜里脊
地区风格：江浙家常
类型：热菜
难度：中等
适合人数：3
耗时：30分钟
主食材：猪里脊肉
食材：猪里脊肉，鸡蛋
调味：番茄酱，白糖，白醋，生抽，淀粉，食用油
口味：酸甜
简介：江浙家常酸甜口味菜，外酥里嫩，开胃下饭。
步骤：猪里脊切条，用鸡蛋和淀粉抓匀腌制10分钟。 热油，将肉条炸至金黄，捞出沥油。 锅中留底油，放入番茄酱、白糖、白醋、生抽炒匀。 倒入炸好的肉条，快速翻炒均匀即可。
关键词：糖醋里脊，酸甜肉，便当菜，江浙菜，炸肉
"
recipe_0046,鱼香茄子,"菜名：鱼香茄子
别名：鱼香茄条
地区风格：川菜家常
类型：热菜
难度：中等
适合人数：3
耗时：25分钟
主食材：茄子，猪肉末
食材：茄子，猪肉末，姜，蒜，葱
调味：生抽，醋，糖，豆瓣酱，淀粉，食用油
口味：香辣，酸甜
简介：川味鱼香茄子，茄子软糯，鱼香味浓，下饭神器。
步骤：茄子切条，姜蒜切末，葱切花；肉末用少许生抽和淀粉拌匀。 锅中放油烧热，下茄子炸软或煸炒至软，盛出备用。 锅中留底油，下姜蒜和豆瓣酱炒香，加入肉末炒散。 加入茄子，倒入生抽、醋、糖调成的汁，翻炒均匀。 撒上葱花，勾芡收汁即可。
关键词：鱼香茄子，茄子家常菜，川菜茄子，下饭菜，鱼香口味
"
recipe_0047,葱花鸡蛋饼,"菜名：葱花鸡蛋饼
别名：葱油蛋饼，鸡蛋饼
地区风格：家常
类型：早餐
难度：简单
适合人数：2
耗时：15分钟
主食材：鸡蛋，面粉，葱
食材：鸡蛋，面粉，葱，水
调味：盐，食用油
口味：葱香，鲜
简介：简单葱花鸡蛋饼，葱香浓郁，软嫩可口，快手早餐。
步骤：鸡蛋打散，葱切花，面粉加水调成糊状。 将蛋液、葱花、盐加入面糊中，搅拌均匀。 平底锅刷油烧热，倒入面糊摊平，小火煎至两面金黄。
关键词：葱花鸡蛋饼，早餐饼，鸡蛋饼做法，家常早餐，快手早餐
"
recipe_0048,土豆炖鸡块,"菜名：土豆炖鸡块
别名：土豆烧鸡，土豆鸡块
地区风格：北方家常
类型：炖菜
难度：简单
适合人数：3
耗时：40分钟
主食材：鸡腿，土豆
食材：鸡腿，土豆，胡萝卜，青椒，姜，蒜，葱
调味：生抽，老抽，料酒，盐，糖，食用油
口味：鲜，咸香
简介：家常炖菜，土豆软糯，鸡肉鲜嫩，汤汁拌饭很香。
步骤：鸡腿切块，土豆、胡萝卜去皮切滚刀块，青椒切块，姜蒜切片，葱切段。 热锅倒油，爆香姜蒜葱，下鸡块翻炒至变色。 加料酒、生抽、老抽、糖翻炒均匀，加水没过鸡块，烧开后转小火炖15分钟。 加入土豆、胡萝卜块，继续炖10分钟至软。 放入青椒块，加盐调味，大火收汁即可。
关键词：土豆炖鸡，土豆烧鸡块，家常炖菜，鸡肉土豆，北方菜
"
recipe_0049,蒜蓉蒸茄子,"菜名：蒜蓉蒸茄子
别名：蒸茄子，蒜蓉茄子
地区风格：粤式家常
类型：蒸菜
难度：简单
适合人数：2
耗时：20分钟
主食材：茄子
食材：茄子，蒜，葱
调味：生抽，蚝油，香油，盐，食用油
口味：鲜，蒜香
简介：粤式蒸菜，茄子软糯，蒜香浓郁，健康少油。
步骤：茄子洗净切长条，蒜切末，葱切葱花。 茄子摆盘，撒上蒜末，淋少许油。 蒸锅水开后，放入茄子蒸10分钟至软。 取出后淋上生抽、蚝油、香油、盐，撒葱花即可。
关键词：蒜蓉蒸茄子，蒸茄子，茄子蒸菜，粤式家常，健康蒸菜
"
recipe_0050,蒜蓉西兰花,"菜名：蒜蓉西兰花
别名：蒜蓉西兰花炒肉片，清炒西兰花
地区风格：家常
类型：热菜
难度：简单
适合人数：3
耗时：15分钟
主食材：西兰花，猪肉片，大蒜
食材：西兰花，猪肉片，大蒜
调味：盐，生抽，食用油
口味：蒜香，咸香
简介：一道简单快手的家常小炒，蒜香浓郁，西兰花脆嫩爽口，适合日常餐桌。
步骤：西兰花洗净切小朵，猪肉切片，大蒜切末。 锅中烧水，水开后焯西兰花1分钟捞出。 热锅冷油，下蒜末爆香，加入猪肉片炒至变色。 加入西兰花翻炒，加盐和生抽调味，炒匀即可出锅。
关键词：蒜蓉西兰花，清炒西兰花，西兰花炒肉，家常小炒，快手菜，蒜香蔬菜
"
recipe_0051,清蒸鲈鱼,"菜名：清蒸鲈鱼
别名：蒸鲈鱼，家常蒸鱼
地区风格：粤式
类型：蒸菜
难度：中等
适合人数：3
耗时：25分钟
主食材：鲈鱼，蒸鱼豉油
食材：鲈鱼，生姜，小葱
调味：蒸鱼豉油，料酒，食用油
口味：鲜，咸香
简介：经典粤式蒸菜，鱼肉鲜嫩，原汁原味，适合家庭聚餐或日常改善伙食。
步骤：鲈鱼处理干净，两面划几刀，用料酒和姜片腌制10分钟。 鱼身放姜片和葱段，放入蒸锅，水开后蒸8-10分钟。 取出鱼，倒掉盘中汤汁，撒上葱丝，淋上热油和蒸鱼豉油即可。
关键词：清蒸鲈鱼，蒸鱼做法，粤式蒸鱼，家常蒸鱼，鲜嫩蒸鱼，简单蒸菜
"
recipe_0052,蒜蓉西兰花,"菜名：蒜蓉西兰花
别名：蒜炒西兰花
地区风格：家常
类型：热菜
难度：简单
适合人数：2
耗时：15分钟
主食材：西兰花，大蒜
食材：西兰花，大蒜
调味：盐，食用油，鸡精
口味：清淡，葱香
简介：简单健康的绿叶菜，蒜香浓郁，口感爽脆，适合日常搭配。
步骤：西兰花掰成小朵，用盐水浸泡5分钟后洗净。 大蒜切末。 热锅下油，爆香蒜末，放入西兰花翻炒。 加少许水焖煮2分钟，调入盐和鸡精，炒匀出锅。
关键词：蒜蓉西兰花，炒西兰花，绿叶菜，清淡菜，蒜香，健康菜
"
recipe_0053,土豆烧牛肉,"菜名：土豆烧牛肉
别名：土豆炖牛肉
地区风格：家常
类型：炖菜
难度：中等
适合人数：4
耗时：60分钟
主食材：牛腩，土豆
食材：牛腩，土豆，胡萝卜，洋葱，姜，大葱
调味：生抽，老抽，料酒，盐，食用油
口味：咸香，鲜
简介：经典炖菜，牛肉软烂，土豆入味，营养丰富，适合全家享用。
步骤：牛腩切块，冷水下锅焯水去血沫，捞出洗净。 土豆、胡萝卜切滚刀块，洋葱切块，姜切片，大葱切段。 热锅下油，爆香姜片和葱段，放入牛肉翻炒，加料酒、生抽、老抽炒匀。 加入足量热水，烧开后转小火炖40分钟。 放入土豆、胡萝卜、洋葱，继续炖15分钟，加盐调味，收汁出锅。
关键词：土豆烧牛肉，土豆炖牛肉，牛肉菜，炖菜，家常菜，下饭菜
"
recipe_0054,土豆炖排骨,"菜名：土豆炖排骨
别名：排骨炖土豆
地区风格：家常
类型：炖菜
难度：中等
适合人数：3
耗时：60分钟
主食材：猪排骨，土豆
食材：猪排骨，土豆，胡萝卜，水
调味：姜片，葱段，料酒，生抽，老抽，盐
口味：咸香
简介：家常炖菜，排骨软烂，土豆入味，适合配米饭。
步骤：排骨焯水去血沫，土豆、胡萝卜切块。 锅中放油，炒香姜葱，下排骨翻炒。 加料酒、生抽、老抽炒匀，加水没过食材。 大火烧开转小火炖30分钟。 加入土豆、胡萝卜块，继续炖15分钟至软烂，加盐调味。
关键词：土豆炖排骨，排骨炖土豆，家常炖菜，炖排骨，土豆菜
"
recipe_0055,凉拌黄瓜,"菜名：凉拌黄瓜
别名：拍黄瓜，蒜泥黄瓜
地区风格：家常
类型：凉菜
难度：简单
适合人数：2
耗时：10分钟
主食材：黄瓜，蒜
食材：黄瓜，蒜
调味：生抽，香醋，盐，白糖，香油
口味：蒜香，咸香，鲜
简介：简单快手的凉拌菜，蒜香开胃，适合夏天或佐餐。
步骤：黄瓜洗净，用刀拍裂后切段。 蒜切末，与黄瓜放入碗中。 加入生抽、香醋、盐、白糖、香油拌匀。 静置几分钟入味即可。
关键词：凉拌黄瓜，拍黄瓜，蒜泥黄瓜，凉菜，快手菜，家常凉拌
"
recipe_0056,清蒸鲈鱼,"菜名：清蒸鲈鱼
别名：蒸鲈鱼
地区风格：粤式家常
类型：蒸菜
难度：中等
适合人数：3
耗时：25分钟
主食材：鲈鱼，姜，葱
食材：鲈鱼，姜，葱
调味：蒸鱼豉油，料酒，盐，食用油
口味：鲜，咸香，葱香
简介：粤式家常蒸鱼，做法简单，突出鱼肉的鲜嫩原味。
步骤：鲈鱼处理干净，两面划几刀，用盐和料酒抹匀腌制10分钟。 姜切片，葱切丝，铺在鱼身上。 水开后上锅蒸8-10分钟至熟。 取出倒掉盘内水，淋上蒸鱼豉油，撒葱丝，浇热油即可。
关键词：清蒸鲈鱼，蒸鲈鱼，鱼虾类，蒸菜，粤菜，家常鱼
"
recipe_0057,蒜蓉炒空心菜,"菜名：蒜蓉炒空心菜
别名：炒空心菜，蒜蓉通菜
地区风格：家常
类型：热菜
难度：简单
适合人数：2
耗时：10分钟
主食材：空心菜，蒜
食材：空心菜，蒜
调味：盐，食用油
口味：蒜香，咸香，鲜
简介：简单快手的绿叶菜，蒜香浓郁，清爽可口。
步骤：空心菜洗净切段，蒜切末。 热锅倒油，爆香蒜末。 加入空心菜大火快炒至变软。 加盐调味，翻炒均匀即可出锅。
关键词：蒜蓉炒空心菜，炒空心菜，蒜蓉通菜，绿叶菜类，快手菜，家常炒菜
"
recipe_0058,土豆烧鸡块,"菜名：土豆烧鸡块
别名：土豆炖鸡
地区风格：家常
类型：炖菜
难度：中等
适合人数：4
耗时：40分钟
主食材：鸡腿，土豆
食材：鸡腿，土豆，胡萝卜，姜，蒜
调味：生抽，老抽，料酒，盐，糖
口味：咸香，酱香
简介：家常炖菜，鸡肉入味，土豆软糯，适合带便当。
步骤：鸡腿切块焯水，土豆、胡萝卜切滚刀块。 热油爆香姜蒜，下鸡块翻炒至变色。 加生抽、老抽、料酒、糖炒匀，加水没过食材。 炖15分钟后加土豆、胡萝卜，再炖15分钟至软烂，加盐调味。
关键词：土豆烧鸡，炖鸡块，便当菜，家常炖菜，下饭菜
"
recipe_0059,番茄鸡蛋盖饭,"菜名：番茄鸡蛋盖饭
别名：西红柿鸡蛋盖饭
地区风格：家常
类型：主食
难度：简单
适合人数：2
耗时：15分钟
主食材：番茄，鸡蛋
食材：番茄，鸡蛋，米饭
调味：葱花，盐，糖，食用油
口味：酸甜，鲜
简介：家常盖饭，酸甜开胃，鸡蛋嫩滑，简单又营养。
步骤：番茄切块，鸡蛋打散加少许盐。 热锅倒油，下鸡蛋炒熟盛出。 锅中再倒油，下番茄炒软出汁，加糖和盐调味。 倒入炒好的鸡蛋翻炒均匀，撒葱花。 将番茄鸡蛋浇在米饭上即可。
关键词：番茄鸡蛋盖饭，西红柿鸡蛋盖饭，盖饭，主食，番茄，鸡蛋，家常菜，快手菜
"
recipe_0060,土豆炖排骨,"菜名：土豆炖排骨
别名：土豆烧排骨
地区风格：北方家常
类型：炖菜
难度：中等
适合人数：4
耗时：60分钟
主食材：排骨，土豆
食材：排骨，土豆，胡萝卜
调味：姜片，葱段，生抽，老抽，料酒，盐，食用油
口味：酱香，咸香
简介：北方家常炖菜，排骨酥烂，土豆入味，汤汁浓郁。
步骤：排骨焯水去血沫，土豆、胡萝卜切块。 热锅倒油，下姜片、葱段爆香，加入排骨翻炒。 加料酒、生抽、老抽炒匀上色。 加水没过排骨，大火烧开转小火炖30分钟。 加入土豆和胡萝卜块，继续炖15分钟至软烂，加盐调味。
关键词：土豆炖排骨，土豆烧排骨，炖菜，排骨，土豆，北方家常，家常菜
"
recipe_0061,红烧冬瓜,"菜名：红烧冬瓜
别名：冬瓜烧肉
地区风格：江浙家常
类型：热菜
难度：简单
适合人数：3
耗时：25分钟
主食材：冬瓜，五花肉
食材：冬瓜，五花肉
调味：生抽，老抽，糖，姜片，食用油
口味：咸香，酱香，鲜
简介：江浙家常炖菜，冬瓜吸收肉汁，软糯入味，酱香浓郁。
步骤：冬瓜去皮切块，五花肉切片，姜切片。 热锅倒油，煸炒五花肉至出油。 加入姜片和冬瓜翻炒，加生抽、老抽、糖。 加水没过食材，中小火炖煮至冬瓜软烂，收汁出锅。
关键词：红烧冬瓜，冬瓜做法，家常炖菜，江浙菜，冬瓜烧肉
"
recipe_0062,番茄炒蛋盖饭,"菜名：番茄炒蛋盖饭
别名：西红柿炒鸡蛋盖饭
地区风格：家常
类型：主食
难度：简单
适合人数：2
耗时：20分钟
主食材：番茄，鸡蛋
食材：番茄，鸡蛋，米饭，葱花
调味：盐，糖，生抽，油
口味：酸甜，咸香
简介：经典家常菜，酸甜开胃，简单快手，适合搭配米饭。
步骤：番茄洗净切块，鸡蛋打散加少许盐搅匀。 热锅倒油，倒入蛋液炒熟后盛出。 锅中再加少许油，放入番茄块翻炒出汁。 加入炒好的鸡蛋，加盐、糖、生抽调味，翻炒均匀。 撒上葱花，盛出盖在米饭上即可。
关键词：番茄炒蛋，西红柿炒鸡蛋，盖饭，家常菜，快手菜，下饭菜
"
recipe_0063,蒜蓉炒平菇,"菜名：蒜蓉炒平菇
别名：蒜炒平菇
地区风格：家常
类型：热菜
难度：简单
适合人数：3
耗时：15分钟
主食材：平菇
食材：平菇，大蒜，青蒜苗
调味：盐，生抽，油
口味：咸香，葱香
简介：简单快手的菌菇小炒，蒜香浓郁，口感滑嫩。
步骤：平菇撕成小朵洗净，大蒜切末，青蒜苗切段。 热锅倒油，放入蒜末爆香。 加入平菇翻炒至变软出水。 加盐、生抽调味，放入青蒜苗翻炒均匀即可。
关键词：蒜蓉平菇，炒平菇，菌菇菜，家常小炒，素食，快手菜
"
recipe_0064,清炒菠菜,"菜名：清炒菠菜
别名：蒜炒菠菜
地区风格：家常
类型：热菜
难度：简单
适合人数：2
耗时：10分钟
主食材：菠菜
食材：菠菜，大蒜
调味：盐，油
口味：清淡，咸香
简介：简单快手的绿叶菜，清淡爽口，适合日常配餐。
步骤：菠菜洗净切段，大蒜切末。 热锅倒油，放入蒜末爆香。 加入菠菜快速翻炒至变软。 加盐调味，翻炒均匀即可出锅。
关键词：清炒菠菜，蒜炒菠菜，绿叶菜，家常小炒，快手菜，素食
"
recipe_0065,蒜蓉炒青菜,"菜名：蒜蓉炒青菜
别名：清炒青菜
地区风格：家常
类型：小炒
难度：简单
适合人数：2
耗时：10分钟
主食材：小青菜
食材：小青菜，蒜
调味：盐，食用油
口味：清淡，鲜
简介：简单清淡的家常绿叶菜，蒜香提味，快速健康。
步骤：小青菜洗净沥干，蒜切末。 热锅倒油，下蒜末爆香。 加入青菜，大火快速翻炒至变软。 加盐调味，炒匀出锅。
关键词：蒜蓉青菜，清炒蔬菜，家常素菜，绿叶菜做法，快手素炒
"
recipe_0066,蒜蓉炒青菜,"菜名：蒜蓉炒青菜
别名：炒青菜，蒜蓉青菜
地区风格：家常
类型：热菜
难度：简单
适合人数：2
耗时：10分钟
主食材：青菜，大蒜
食材：青菜，大蒜
调味：盐，食用油
口味：蒜香，清淡
简介：一道简单快手的绿叶菜，蒜香浓郁，适合日常配饭。
步骤：青菜洗净，大蒜切末。 热锅冷油，放入蒜末爆香。 加入青菜翻炒至变软。 加盐调味，炒匀出锅。
关键词：青菜，蒜蓉，炒青菜，家常小炒，绿叶菜，快手菜
"
recipe_0067,清蒸鲈鱼,"菜名：清蒸鲈鱼
别名：蒸鲈鱼，清蒸鱼
地区风格：粤式家常
类型：热菜
难度：中等
适合人数：3
耗时：25分钟
主食材：鲈鱼，生姜，大葱
食材：鲈鱼，生姜，大葱
调味：蒸鱼豉油，食用油
口味：鲜，葱香
简介：清淡鲜美的蒸鱼，做法简单，保留鱼肉原味，适合家庭聚餐。
步骤：鲈鱼处理干净，在鱼身两面划几刀。 生姜切片，大葱切丝，铺在鱼身上。 水开后放入蒸锅，大火蒸8-10分钟。 取出后倒掉盘中水分，淋上蒸鱼豉油。 热油浇在鱼身上，激出香味。
关键词：清蒸鲈鱼，鱼虾类，蒸菜，粤菜，清淡，鲜味
"
recipe_0068,土豆炖牛肉,"菜名：土豆炖牛肉
别名：牛肉炖土豆，土豆烧牛肉
地区风格：北方家常
类型：炖菜
难度：较难
适合人数：4
耗时：60分钟
主食材：牛腩，土豆
食材：牛腩，土豆，胡萝卜
调味：生抽，老抽，料酒，盐，食用油
口味：酱香，咸香
简介：北方家常炖菜，牛肉软烂，土豆入味，适合秋冬暖身。
步骤：牛腩切块，焯水去血沫，捞出洗净。 土豆、胡萝卜去皮切块。 热锅放油，炒香牛腩，加料酒、生抽、老抽翻炒。 加水没过牛肉，大火烧开转小火炖40分钟。 加入土豆、胡萝卜块，继续炖15分钟至软烂，加盐调味。
关键词：土豆炖牛肉，炖菜类，北方菜，牛肉，土豆，炖煮
"
recipe_0069,番茄豆腐汤,"菜名：番茄豆腐汤
别名：西红柿豆腐汤，番茄豆腐羹
地区风格：家常
类型：汤
难度：简单
适合人数：3
耗时：15分钟
主食材：番茄，嫩豆腐
食材：番茄，嫩豆腐，鸡蛋
调味：盐，食用油
口味：清淡，鲜
简介：简单快手的家常汤，番茄酸甜，豆腐嫩滑，营养开胃。
步骤：番茄洗净切块，豆腐切小块，鸡蛋打散。 热锅放油，炒番茄至出汁。 加水烧开，放入豆腐煮3分钟。 淋入蛋液，加盐调味，煮1分钟出锅。
关键词：番茄豆腐汤，汤类，豆腐类，快手汤，清淡，家常汤
"
recipe_0070,蒜蓉金针菇,"菜名：蒜蓉金针菇
别名：蒜蓉蒸金针菇
地区风格：家常
类型：蒸菜
难度：简单
适合人数：3
耗时：15分钟
主食材：金针菇，大蒜
食材：金针菇，大蒜，小葱
调味：生抽，蚝油，食用油，盐
口味：蒜香，鲜
简介：一道简单快手的蒸菜，蒜香浓郁，金针菇滑嫩鲜美，适合日常家庭制作。
步骤：金针菇切去根部，洗净后平铺在盘中。 大蒜切末，小葱切葱花。 锅中放油烧热，下蒜末炒香，加入生抽、蚝油、盐调成蒜蓉酱。 将蒜蓉酱均匀淋在金针菇上，放入蒸锅大火蒸8分钟。 取出后撒上葱花即可。
关键词：金针菇，蒜蓉，蒸菜，快手菜，家常菜，菌菇菜
"
recipe_0071,蒜蓉炒空心菜,"菜名：蒜蓉炒空心菜
别名：清炒空心菜
地区风格：家常
类型：热菜
难度：简单
适合人数：3
耗时：10分钟
主食材：空心菜，大蒜
食材：空心菜，大蒜
调味：盐，食用油
口味：蒜香，清淡
简介：家常快手绿叶菜，蒜香扑鼻，空心菜脆嫩爽口，是家庭餐桌上的常见素菜。
步骤：空心菜洗净，摘成段，大蒜切末。 锅中放油烧热，下蒜末爆香。 放入空心菜大火快速翻炒至变软。 加盐调味，翻炒均匀即可出锅。
关键词：空心菜，蒜蓉，炒青菜，绿叶菜，家常菜，快手菜
"
recipe_0072,小炒肉,"菜名：小炒肉
别名：农家小炒肉
地区风格：湘式家常
类型：热菜
难度：中等
适合人数：3
耗时：20分钟
主食材：五花肉，青椒
食材：五花肉，青椒，红椒，大蒜，生姜
调味：生抽，老抽，料酒，盐，食用油
口味：香辣，咸香
简介：湘式经典下饭菜，五花肉焦香，辣椒爽口，香辣开胃，家常做法简单。
步骤：五花肉切片，青红椒切块，大蒜、生姜切片。 锅中放少许油，下五花肉煸炒出油，至微焦。 加入姜蒜片炒香，淋入料酒去腥。 放入青红椒翻炒至断生。 加生抽、老抽、盐调味，翻炒均匀即可。
关键词：小炒肉，湘菜，下饭菜，五花肉，家常菜，香辣菜
"
recipe_0073,土豆烧牛肉,"菜名：土豆烧牛肉
别名：牛肉烧土豆，土豆炖牛肉
地区风格：北方家常
类型：炖菜
难度：中等
适合人数：4
耗时：60分钟
主食材：牛肉，土豆
食材：牛肉，土豆，胡萝卜
调味：食用油，生抽，老抽，料酒，姜片，八角，盐
口味：咸香，鲜
简介：北方家常炖菜，牛肉软烂，土豆入味，营养丰富。
步骤：牛肉切块，焯水去血沫；土豆、胡萝卜切滚刀块。 热锅冷油，下姜片、八角爆香，加入牛肉翻炒至微黄。 加生抽、老抽、料酒调味，加水没过牛肉，炖煮30分钟。 加入土豆、胡萝卜块，继续炖煮15分钟至软烂，加盐调味。
关键词：土豆烧牛肉，炖菜，牛肉菜，家常菜，下饭菜
"
recipe_0074,西红柿鸡蛋汤,"菜名：西红柿鸡蛋汤
别名：番茄蛋汤
地区风格：家常
类型：汤
难度：简单
适合人数：3
耗时：15分钟
主食材：西红柿，鸡蛋
食材：西红柿，鸡蛋，小葱
调味：盐，香油，白胡椒粉
口味：酸甜，清淡
简介：家常快手汤，酸甜开胃，营养简单，适合搭配米饭或面食。
步骤：西红柿洗净切块，鸡蛋打散，小葱切葱花。 锅中加水烧开，放入西红柿块煮3分钟至软。 转小火，慢慢淋入蛋液，形成蛋花。 加盐、白胡椒粉调味，撒葱花，滴香油即可。
关键词：西红柿鸡蛋汤，番茄蛋汤，家常汤，快手汤，清淡汤
"
recipe_0075,葱油鸡,"菜名：葱油鸡
别名：葱油淋鸡
地区风格：江浙家常
类型：热菜
难度：中等
适合人数：3
耗时：30分钟
主食材：鸡腿，小葱
食材：鸡腿，小葱，姜
调味：生抽，盐，食用油，白糖
口味：葱香，咸香
简介：江浙家常菜，鸡肉鲜嫩，葱香浓郁，做法简单不失风味。
步骤：鸡腿洗净，加姜片和盐，蒸或煮15分钟至熟，取出切块摆盘。 小葱切葱花，锅中热油，小火炸葱至金黄出香。 将热葱油淋在鸡块上，再淋上生抽和白糖调匀的酱汁即可。
关键词：葱油鸡，家常鸡肉，葱香鸡，江浙菜，下饭鸡肉
"
recipe_0076,肉末茄子,"菜名：肉末茄子
别名：茄子烧肉末
地区风格：川菜家常
类型：热菜
难度：中等
适合人数：3
耗时：25分钟
主食材：茄子，猪肉末
食材：茄子，猪肉末，大蒜，姜
调味：豆瓣酱，生抽，老抽，糖，食用油
口味：酱香，鲜
简介：川味家常菜，茄子软糯入味，肉末增香，非常下饭。
步骤：茄子切条，大蒜和姜切末。 热锅倒油，下茄子翻炒至软，盛出备用。 锅中留油，下肉末炒散，加蒜末、姜末和豆瓣酱炒香。 倒入茄子，加生抽、老抽、糖翻炒均匀，加少量水焖2分钟。 大火收汁，出锅装盘。
关键词：茄子做法，肉末茄子，川菜茄子，下饭菜，家常茄子
"
recipe_0077,清炒南瓜,"菜名：清炒南瓜
别名：炒南瓜
地区风格：家常
类型：热菜
难度：简单
适合人数：2
耗时：15分钟
主食材：南瓜
食材：南瓜，大蒜
调味：盐，食用油
口味：清淡，鲜
简介：简单清淡的家常菜，南瓜软糯香甜，适合搭配米饭或作为配菜。
步骤：南瓜去皮去瓤，切片，大蒜切片。 热锅倒油，下蒜片爆香。 倒入南瓜片翻炒，加少量水焖煮至软。 加盐调味，翻炒均匀出锅。
关键词：清炒南瓜，南瓜做法，家常南瓜，清淡菜，素食菜
"
